KIC,P12,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE
2437965,1,0,J19210426+3747187,69.99,10.878,4356,64,     ,     ,1.25,0.04,7.75,0.41,"CLUSTER,KASC,PUBLIC,LUMINOUS_RGB             ",4018,73,0.28,0.04,1.1,0.34,0.14,23.35,2.57,1.09,1.746,0.026,0.02,0.00009,0,0,4175,73,0.43,0.04,1.33,0.24,0.31,24.94,1.7,2.23,1.765,0.023,0.026,0.00009,0,0,290.26779,37.78854
2438051,1,0,J19210629+3744596,69.958,10.855,4749,74,4421,65,3.27,0.37,32.81,3.12,"CLUSTER,KASC,PUBLIC                          ",4382,73,0.27,0.04,1.35,0.41,0.37,12.74,1.52,1.36,2.355,0.036,0.037,0.00065,0.00009,0.00008,4491,73,0.39,0.04,1.92,0.59,0.6,14.62,2.09,2.19,2.388,0.035,0.039,0.00062,0.0001,0.00009,290.27625,37.749908
2438333,1,0,J19211300+3743005,69.938,10.821,4677,88,4385,78,6.31,0.2,61.56,4.39,"CLUSTER,KASC,SEIS_INTEREST,PUBLIC            ",4404,74,0.24,0.05,0.97,0.09,0.06,7.65,0.27,0.23,2.665,0.012,0.016,0.0022,0.00008,0.00011,4507,74,0.35,0.05,1.07,0.21,0.11,7.88,0.58,0.36,2.675,0.023,0.018,0.00218,0.0001,0.0001,290.3042,37.716808
2570715,1,0,J19211713+3748039,70.021,10.845,4938,86,4620,75,3.43,0.08,29.04,1.33,PUBLIC                                       ,4548,95,-0.29,0.07,1.27,0.23,0.2,12.5,0.78,0.75,2.347,0.021,0.022,0.00065,0.00002,0.00002,4613,95,-0.31,0.07,1.32,0.25,0.22,12.66,0.8,0.75,2.352,0.021,0.023,0.00065,0.00002,0.00002,290.32141,37.80109
1864855,1,1,J19223280+3720441,69.717,10.42,5083,94,4835,86,10.42,0.19,127.42,3.25,"GOLD,KASC,GO,SEIS_INTEREST,PUBLIC            ",4770,86,-0.05,0.06,1.4,0.15,0.14,6.16,0.25,0.24,3.005,0.012,0.012,0.006,0.00015,0.00016,4776,86,-0.05,0.06,1.41,0.15,0.14,6.17,0.25,0.24,3.005,0.012,0.013,0.00599,0.00015,0.00016,290.63666,37.3456
2013502,1,1,J19244585+3729385,70.051,10.092,4930,84,4646,75,5.68,0.12,61.24,1.36,"GOLD,KASC,GO,SEIS_INTEREST,PUBLIC            ",4799,82,0.04,0.05,1.83,0.24,0.21,10.11,0.54,0.48,2.689,0.011,0.013,0.00176,0.00006,0.00006,4797,82,0.05,0.05,1.82,0.25,0.2,10.1,0.55,0.48,2.689,0.011,0.013,0.00176,0.00006,0.00006,291.19104,37.494041
2444348,1,1,J19264049+3742146,70.414,9.848,4723,77,4550,71,3.25,0.07,30.05,1.24,"GOLD,KASC,PUBLIC                             ",4431,79,0.11,0.05,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4526,79,0.18,0.05,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,291.66873,37.70406
2303367,1,1,J19260880+3740242,70.339,9.928,4862,81,4716,76,4.11,0.1,33.59,0.74,"GOLD,KASC,PUBLIC                             ",4498,79,0.12,0.05,0.99,0.14,0.1,10.24,0.57,0.44,2.415,0.01,0.01,0.00092,0.00004,0.00004,4576,79,0.18,0.05,1.01,0.15,0.12,10.32,0.63,0.52,2.418,0.01,0.009,0.00092,0.00004,0.00004,291.53671,37.673389
2303101,1,0,J19255446+3740212,70.316,9.97,4921,87,4673,79,13.54,0.29,164.75,4.9,"GO,SEIS_INTEREST,RGB,PUBLIC                  ",4598,77,0.16,0.05,0.97,0.1,0.05,4.59,0.17,0.11,3.108,0.011,0.009,0.01014,0.00029,0.00029,4649,77,0.23,0.05,1.01,0.12,0.07,4.64,0.2,0.13,3.111,0.012,0.012,0.01008,0.00031,0.00028,291.47693,37.672562
2304765,1,0,J19272308+3741582,70.475,9.721,4373,75,4102,66,0.96,0.03,7.23,0.58,"KASC,GO,PUBLIC,LUMINOUS_RGB                  ",4165,74,0.25,0.05,2.32,0.71,0.38,35.62,3.8,2.16,1.701,0.035,0.025,0.00005,0,0,4322,74,0.37,0.05,3.52,0.78,0.69,41.37,2.82,3.01,1.755,0.023,0.029,0.00005,0,0,291.84619,37.699501
2305930,1,1,J19282563+3741232,70.561,9.533,4891,88,4666,81,3.9,0.08,29.3,0.93,"GOLD,HALO,KASC,ROTATOR,SEIS_OUTLIER          ",4716,107,-0.59,0.08,0.87,0.12,0.06,10.16,0.47,0.27,2.367,0.014,0.011,0.00083,0.00002,0.00002,4736,107,-0.69,0.08,0.87,0.12,0.06,10.15,0.49,0.3,2.367,0.015,0.011,0.00083,0.00002,0.00002,292.10681,37.6898
2018392,1,1,J19291520+3729271,70.457,9.296,4908,82,4604,72,3.76,0.11,33.53,0.74,"GOLD,KASC,PUBLIC                             ",4513,89,-0.13,0.06,1.4,0.18,0.16,12.13,0.65,0.61,2.416,0.011,0.011,0.00078,0.00003,0.00003,4587,89,-0.12,0.06,1.43,0.2,0.18,12.24,0.7,0.66,2.418,0.01,0.011,0.00078,0.00004,0.00003,292.31335,37.490891
2307683,1,1,J19295606+3740555,70.692,9.264,4799,81,4598,75,4.31,0.09,40.09,0.95,"GOLD,KASC,PUBLIC                             ",4618,92,-0.21,0.06,1.44,0.16,0.14,11.2,0.48,0.45,2.497,0.012,0.011,0.00103,0.00003,0.00003,4664,92,-0.23,0.06,1.46,0.16,0.13,11.26,0.47,0.45,2.499,0.011,0.012,0.00102,0.00003,0.00003,292.48361,37.682098
1725552,1,1,J19292749+3717501,70.301,9.172,4234,87,4092,82,1.22,0.03,8.09,0.74,"GOLD,KASC,PUBLIC                             ",4208,81,0.06,0.05,1.46,0.46,0.31,26.09,2.64,2.09,1.768,0.036,0.036,0.00008,0,0,4363,81,0.14,0.05,1.98,0.47,0.51,28.96,2.48,2.78,1.808,0.035,0.038,0.00008,0,0,292.36459,37.297272
1726211,1,1,J19300107+3717340,70.349,9.071,4995,93,4765,85,3.7,0.08,31.08,1.09,"GOLD,HALO,KASC,PUBLIC                        ",4782,108,-0.61,0.08,1.29,0.17,0.16,11.98,0.58,0.57,2.393,0.016,0.017,0.00075,0.00002,0.00002,4785,108,-0.72,0.08,1.29,0.19,0.16,11.97,0.62,0.58,2.393,0.016,0.017,0.00075,0.00002,0.00002,292.50446,37.292782
2448225,1,1,J19295922+3747032,70.788,9.301,4799,98,4615,91,3.95,0.09,36.02,1.32,"GOLD,KASC,RC,PUBLIC                          ",4561,77,0.18,0.05,1.44,0.23,0.21,11.89,0.7,0.68,2.446,0.017,0.018,0.00086,0.00003,0.00003,4622,77,0.25,0.05,1.48,0.24,0.22,12.01,0.7,0.69,2.449,0.017,0.017,0.00086,0.00003,0.00003,292.49677,37.784248
2579661,1,0,J19290451+3753345,70.803,9.511,5095,93,4812,83,11.06,0.28,141.12,3.74,"GO,SEIS_INTEREST,PUBLIC                      ",4799,89,-0.13,0.06,1.49,0.18,0.17,6.02,0.3,0.29,3.051,0.013,0.013,0.00681,0.00025,0.00025,4797,89,-0.15,0.06,1.48,0.18,0.17,6.02,0.3,0.29,3.05,0.012,0.013,0.00681,0.00026,0.00025,292.26883,37.892941
2449703,1,1,J19312163+3743519,70.867,9.036,4837,83,4643,77,3.96,0.1,32.07,1.04,"GOLD,KASC,GO,RC,PUBLIC                       ",4504,84,0,0.05,1,0.13,0.08,10.52,0.53,0.36,2.395,0.014,0.012,0.00086,0.00003,0.00003,4581,84,0.04,0.05,1.03,0.14,0.08,10.63,0.53,0.37,2.399,0.014,0.012,0.00086,0.00003,0.00003,292.84012,37.731098
2309469,1,1,J19312880+3738391,70.8,8.975,4710,78,4464,71,3.48,0.08,27.94,0.59,"GOLD,KASC,PUBLIC                             ",4460,78,0.14,0.05,1.09,0.12,0.11,11.79,0.53,0.5,2.332,0.01,0.01,0.00067,0.00002,0.00002,4548,78,0.22,0.05,1.11,0.13,0.11,11.85,0.56,0.52,2.334,0.01,0.009,0.00067,0.00003,0.00003,292.87,37.644218
2996112,1,0,J19312076+3810229,71.263,9.242,4914,86,4634,77,3.92,0.08,33.22,1.2,"RC,PUBLIC                                    ",4534,86,-0.06,0.06,1.15,0.16,0.15,11.09,0.56,0.56,2.409,0.016,0.017,0.00085,0.00003,0.00003,4603,86,-0.04,0.06,1.18,0.17,0.15,11.18,0.6,0.55,2.413,0.017,0.016,0.00084,0.00003,0.00003,292.83652,38.17305
1864183,1,1,J19215572+3722208,69.686,10.542,4632,78,4485,73,5.48,0.11,54.88,1.14,"GOLD,KASC,SEIS_INTEREST,PUBLIC               ",4473,79,0.13,0.05,1.35,0.12,0.12,9.32,0.34,0.34,2.628,0.009,0.01,0.00166,0.00005,0.00005,4557,79,0.2,0.05,1.38,0.12,0.12,9.41,0.34,0.33,2.63,0.009,0.01,0.00165,0.00005,0.00005,290.48218,37.372452
1719297,1,0,J19240173+3716003,69.778,10.121,4318,64,     ,     ,1.2,0.03,7.51,0.29,"KASC,GO,PUBLIC,LUMINOUS_RGB                  ",4108,88,-0.11,0.06,1.25,0.23,0.13,25.08,1.61,0.8,1.74,0.019,0.018,0.00008,0,0,4265,88,-0.05,0.06,1.39,0.21,0.2,26.01,1.46,1.57,1.75,0.018,0.018,0.00008,0,0,291.0072,37.26675
1720425,1,1,J19251052+3715499,69.879,9.916,4758,84,4545,77,3.79,0.12,28.67,1.64,"GOLD,KASC,PUBLIC                             ",4684,91,-0.18,0.06,0.98,0.14,0.1,10.8,0.6,0.47,2.364,0.019,0.018,0.00078,0.00004,0.00003,4713,91,-0.2,0.06,0.98,0.14,0.1,10.8,0.61,0.47,2.364,0.019,0.017,0.00078,0.00004,0.00004,291.29385,37.26387
1572175,1,0,J19243591+3706204,69.684,9.948,4789,80,4528,72,5.25,0.12,56.18,1.61,PUBLIC                                       ,4568,86,-0.06,0.06,1.7,0.21,0.18,10.35,0.49,0.45,2.639,0.013,0.014,0.00153,0.00005,0.00005,4627,86,-0.04,0.06,1.75,0.22,0.19,10.47,0.47,0.45,2.642,0.013,0.014,0.00153,0.00005,0.00005,291.14963,37.105679
1162746,1,0,J19252639+3649116,69.501,9.669,4989,94,4711,84,3.82,0.08,27.98,0.97,"HALO,KASC,PUBLIC                             ",4630,103,-0.49,0.07,0.86,0.07,0.05,10.28,0.29,0.24,2.35,0.011,0.01,0.00079,0.00002,0.00002,4673,103,-0.56,0.07,0.85,0.08,0.06,10.25,0.35,0.27,2.35,0.012,0.01,0.0008,0.00002,0.00002,291.35999,36.819889
1432587,1,1,J19254985+3701028,69.716,9.688,4443,70,4214,63,1.08,0.03,5.73,0.23,"GOLD,KASC,PUBLIC                             ",4154,94,-0.26,0.06,0.92,0.12,0.07,24.33,1.21,0.74,1.632,0.015,0.013,0.00006,0,0,4312,94,-0.23,0.06,0.93,0.17,0.06,24.48,1.54,0.76,1.636,0.016,0.013,0.00006,0,0,291.45773,37.017471
1433730,1,1,J19265020+3703054,69.838,9.525,4767,83,4555,76,4.05,0.09,40.12,0.95,"GOLD,KASC,PUBLIC                             ",4567,87,-0.08,0.06,1.81,0.19,0.18,12.58,0.57,0.55,2.495,0.012,0.011,0.00091,0.00003,0.00003,4627,87,-0.06,0.06,1.84,0.2,0.19,12.67,0.58,0.56,2.498,0.011,0.012,0.0009,0.00003,0.00003,291.7092,37.05151
1576469,1,0,J19281017+3706444,70.016,9.315,5217,104,5004,96,7.32,0.16,88.63,2.18,"GO,SEIS_INTEREST,PUBLIC                      ",4903,80,0.1,0.05,2.08,0.23,0.24,8.93,0.39,0.4,2.854,0.012,0.013,0.00293,0.0001,0.00009,4874,80,0.12,0.05,2.03,0.27,0.19,8.86,0.43,0.36,2.853,0.012,0.013,0.00293,0.0001,0.00009,292.04239,37.11235
1433593,1,1,J19264298+3704199,69.846,9.555,4956,87,4693,78,6.24,0.12,67.46,1.86,"GOLD,KASC,GO,PUBLIC                          ",4618,81,0.07,0.05,1.53,0.17,0.16,8.93,0.36,0.36,2.721,0.013,0.013,0.00215,0.00006,0.00006,4664,81,0.11,0.05,1.57,0.18,0.18,9.01,0.4,0.41,2.723,0.014,0.014,0.00214,0.00006,0.00006,291.67911,37.07222
1435573,1,1,J19282646+3705369,70.024,9.259,4821,82,4577,74,3.69,0.11,26.83,1.68,"GOLD,KASC,PUBLIC                             ",4525,82,0.05,0.05,0.96,0.09,0.08,10.98,0.44,0.4,2.344,0.015,0.015,0.00073,0.00003,0.00003,4596,82,0.1,0.05,0.97,0.11,0.1,11.02,0.56,0.54,2.345,0.016,0.015,0.00073,0.00004,0.00004,292.11026,37.093609
1725732,1,0,J19293659+3713410,70.253,9.113,     ,     ,     ,     ,0.66,0.04,3.22,0.17,"KASC,PUBLIC,LUMINOUS_RGB                     ",3944,84,-0.01,0.06,1.01,0.4,0.13,34.88,5.49,2,1.367,0.023,0.021,0.00002,0,0,4101,84,0.09,0.06,1.17,0.42,0.26,36.48,5.43,3.61,1.377,0.024,0.023,0.00002,0,0,292.40247,37.228069
3121940,1,1,J19304110+3814357,71.266,9.389,4817,86,4567,78,3.73,0.08,27.75,0.95,"GOLD,KASC,PUBLIC                             ",4552,93,-0.24,0.06,0.88,0.08,0.05,10.57,0.32,0.23,2.342,0.011,0.011,0.00076,0.00002,0.00002,4616,93,-0.25,0.06,0.89,0.1,0.05,10.59,0.4,0.25,2.343,0.012,0.011,0.00076,0.00002,0.00002,292.67126,38.243259
2995197,1,1,J19303457+3810476,71.199,9.379,4431,70,4200,63,1.53,0.05,10.28,0.35,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4178,84,-0.01,0.06,1.27,0.2,0.17,21.42,1.29,1.24,1.882,0.016,0.017,0.00013,0.00001,0.00001,4335,84,0.06,0.06,1.38,0.22,0.19,22.08,1.37,1.32,1.89,0.015,0.016,0.00013,0.00001,0.00001,292.64407,38.179901
2994493,1,0,J19295684+3809083,71.117,9.476,4157,60,     ,     ,0.74,0.03,3.99,0.38,"KASC,SEIS_OUTLIER,LUMINOUS_RGB               ",4001,84,-0.02,0.06,1.15,0.54,0.21,33.53,5.11,1.93,1.448,0.04,0.028,0.00003,0,0,4158,84,0.08,0.06,1.6,0.54,0.65,37.73,4.01,5.86,1.489,0.037,0.054,0.00003,0,0,292.48688,38.152309
3122548,1,0,J19311478+3813001,71.293,9.279,4944,90,4632,79,3.9,0.16,34.77,1.13,"RC,PUBLIC                                    ",4633,88,-0.11,0.06,1.39,0.27,0.25,11.83,0.96,0.92,2.435,0.015,0.015,0.00084,0.00006,0.00006,4675,88,-0.11,0.06,1.42,0.28,0.26,11.91,0.98,0.96,2.436,0.015,0.015,0.00084,0.00006,0.00006,292.81158,38.216702
3120486,1,1,J19291841+3812145,71.105,9.612,5090,93,4832,84,10.51,0.2,137.11,3.1,"GOLD,KASC,GO,PUBLIC                          ",4787,77,0.18,0.05,1.7,0.16,0.16,6.53,0.24,0.24,3.037,0.01,0.011,0.0061,0.00016,0.00016,4788,77,0.23,0.05,1.71,0.16,0.16,6.54,0.25,0.24,3.038,0.01,0.011,0.00609,0.00016,0.00017,292.32672,38.204041
3120585,1,1,J19292399+3813101,71.127,9.603,4985,90,4784,83,8.39,0.14,101.7,2.37,"GOLD,KASC,GO,PUBLIC                          ",4822,83,0.01,0.05,1.73,0.18,0.18,7.66,0.3,0.32,2.91,0.011,0.012,0.00387,0.0001,0.00011,4814,83,0.02,0.05,1.73,0.17,0.18,7.66,0.3,0.32,2.909,0.011,0.011,0.00387,0.0001,0.0001,292.34998,38.21949
3346501,1,1,J19300393+3824150,71.355,9.571,4477,71,4313,66,2.69,0.06,20.95,0.61,"GOLD,KASC,PUBLIC                             ",4213,79,0.12,0.05,1.16,0.13,0.14,14.24,0.62,0.68,2.194,0.014,0.014,0.0004,0.00001,0.00001,4366,79,0.21,0.05,1.23,0.16,0.13,14.57,0.7,0.62,2.201,0.014,0.013,0.0004,0.00001,0.00001,292.51639,38.40419
2993958,1,0,J19292894+3808438,71.068,9.555,4915,89,4604,79,4.79,0.14,49.04,3.21,"GO,RC,PUBLIC                                 ",4718,80,0.11,0.05,1.77,0.33,0.27,11.18,0.75,0.65,2.588,0.023,0.026,0.00126,0.00005,0.00005,4737,80,0.14,0.05,1.81,0.35,0.23,11.24,0.83,0.52,2.592,0.023,0.025,0.00126,0.00005,0.00005,292.37061,38.145519
2714397,1,1,J19265491+3756300,70.651,9.913,5003,97,4777,89,4.14,0.09,32.92,0.65,"GOLD,HALO,KASC,RC,PUBLIC                     ",4670,105,-0.54,0.07,0.96,0.1,0.09,10.07,0.43,0.38,2.415,0.011,0.01,0.00094,0.00003,0.00003,4703,105,-0.62,0.07,0.97,0.1,0.09,10.09,0.41,0.37,2.417,0.01,0.01,0.00094,0.00003,0.00003,291.72882,37.941681
2579142,1,0,J19283738+3750548,70.722,9.57,4124,62,     ,     ,0.93,0.03,5.34,0.14,"KASC,PUBLIC                                  ",4032,90,-0.15,0.06,1.35,0.11,0.23,30.61,1,2.37,1.596,0.012,0.014,0.00005,0,0,4189,90,-0.09,0.06,1.36,0.16,0.18,30.62,1.55,1.8,1.598,0.012,0.012,0.00005,0,0,292.15579,37.848572
2854297,1,0,J19272145+3800113,70.747,9.863,4789,104,4526,93,3.14,0.54,32.88,2.37,"GO,RC,PUBLIC                                 ",4557,92,-0.2,0.06,1.46,0.54,0.47,12.87,2.09,2.02,2.384,0.031,0.034,0.00069,0.00011,0.0001,4619,92,-0.21,0.06,1.65,0.61,0.54,13.57,2.27,2.28,2.39,0.032,0.032,0.00067,0.00011,0.0001,291.83939,38.003159
3237572,1,0,J19281864+3818277,71.109,9.833,4589,74,4371,68,3.63,0.08,34.25,1.31,PUBLIC                                       ,4425,80,0.1,0.05,1.57,0.22,0.21,12.89,0.65,0.65,2.411,0.018,0.018,0.00073,0.00002,0.00002,4522,80,0.17,0.05,1.69,0.25,0.22,13.25,0.72,0.68,2.42,0.018,0.018,0.00073,0.00002,0.00002,292.07767,38.307709
3118806,1,0,J19274878+3813108,70.984,9.881,4574,114,4366,104,2.68,0.06,19.57,1.2,"KASC,PUBLIC                                  ",4343,75,0.22,0.05,1.02,0.2,0.09,13.76,0.89,0.45,2.174,0.022,0.017,0.00039,0.00001,0.00001,4462,75,0.32,0.05,1.01,0.35,0.19,13.73,1.48,0.85,2.176,0.034,0.023,0.0004,0.00001,0.00002,291.95328,38.219669
3444374,1,1,J19263222+3830564,71.138,10.237,4778,81,4561,74,5.7,0.12,56.02,1.18,"GOLD,KASC,PUBLIC                             ",4491,81,0.06,0.05,1.22,0.13,0.11,8.79,0.37,0.34,2.638,0.01,0.011,0.0018,0.00005,0.00005,4571,81,0.11,0.05,1.26,0.13,0.11,8.89,0.37,0.33,2.64,0.01,0.011,0.00179,0.00005,0.00006,291.63428,38.515671
2988638,1,0,J19244988+3807300,70.631,10.362,5124,95,4863,86,7.72,0.21,91.21,2.2,"GOLD,KASC,GO,SEIS_INTEREST,PUBLIC            ",4903,79,0.11,0.05,1.84,0.27,0.21,8.28,0.51,0.42,2.866,0.013,0.012,0.00323,0.00014,0.00014,4874,79,0.13,0.05,1.82,0.24,0.23,8.25,0.47,0.45,2.865,0.012,0.012,0.00324,0.00014,0.00014,291.20786,38.125
2988988,1,1,J19250923+3808230,70.673,10.312,4955,89,4707,80,4.26,0.08,38.32,0.81,"GOLD,KASC,PUBLIC                             ",4600,79,0.12,0.05,1.31,0.13,0.12,10.96,0.41,0.4,2.476,0.01,0.011,0.001,0.00003,0.00003,4651,79,0.17,0.05,1.33,0.13,0.11,11,0.44,0.36,2.477,0.01,0.01,0.00099,0.00003,0.00003,291.28845,38.139751
3114408,1,1,J19234415+3813463,70.629,10.601,4719,77,4494,70,3.42,0.07,29.88,0.96,"GOLD,KASC,PUBLIC                             ",4448,82,0.04,0.05,1.4,0.18,0.16,12.94,0.59,0.59,2.359,0.015,0.015,0.00064,0.00002,0.00002,4539,82,0.09,0.05,1.45,0.19,0.17,13.13,0.62,0.6,2.364,0.015,0.015,0.00064,0.00002,0.00002,290.93396,38.229542
3231503,1,1,J19215076+3820311,70.565,10.984,4892,86,4671,79,4.28,0.08,42.56,0.89,"GOLD,KASC,PUBLIC                             ",4674,78,0.14,0.05,1.79,0.17,0.16,12.13,0.47,0.46,2.524,0.01,0.01,0.00101,0.00003,0.00003,4705,78,0.2,0.05,1.8,0.18,0.16,12.16,0.47,0.45,2.525,0.01,0.01,0.00101,0.00003,0.00003,290.46152,38.341969
2847978,1,0,J19215023+3804207,70.318,10.867,4524,68,4239,60,1.49,0.04,9.23,0.64,"KASC,GO,PUBLIC,LUMINOUS_RGB                  ",4300,92,-0.2,0.06,1.04,0.27,0.15,20.43,1.72,1.07,1.836,0.029,0.022,0.00012,0.00001,0.00001,4431,92,-0.17,0.06,1.11,0.33,0.21,20.85,2.1,1.45,1.844,0.035,0.028,0.00012,0.00001,0.00001,290.45932,38.072418
2569618,1,0,J19204624+3749105,69.992,10.945,4716,82,4380,71,5.62,0.14,55.55,3.43,"CLUSTER,KASC,PUBLIC                          ",4402,75,0.22,0.05,1.02,0.19,0.09,8.39,0.48,0.26,2.606,0.021,0.017,0.00175,0.00006,0.00006,4506,75,0.32,0.05,1.21,0.21,0.2,8.86,0.55,0.52,2.625,0.023,0.023,0.00174,0.00006,0.00006,290.19269,37.819599
2570214,1,0,J19210052+3750188,70.031,10.911,4784,80,4447,70,3.31,0.23,32.01,2.58,"CLUSTER,KASC,PUBLIC                          ",4417,77,0.18,0.05,1.46,0.39,0.38,13.22,1.37,1.41,2.358,0.031,0.033,0.00063,0.00006,0.00006,4517,77,0.27,0.05,1.82,0.57,0.47,14.4,1.75,1.74,2.382,0.03,0.034,0.00061,0.00006,0.00006,290.2522,37.838558
2569945,1,0,J19205368+3750236,70.022,10.932,4779,77,4446,67,3.71,0.09,31.82,3.1,"CLUSTER,KASC,RC,PUBLIC                       ",4415,72,0.3,0.04,1.13,0.31,0.19,11.44,0.99,0.64,2.375,0.035,0.024,0.00076,0.00003,0.00003,4515,72,0.42,0.04,1.29,0.46,0.34,11.93,1.38,1.12,2.393,0.044,0.041,0.00076,0.00003,0.00003,290.22369,37.839909
3110460,1,1,J19193980+3816377,70.315,11.341,4435,65,4228,60,1.34,0.05,7.9,0.54,"GOLD,KASC,PUBLIC                             ",4180,90,-0.16,0.06,0.95,0.22,0.11,21.41,1.61,1.01,1.765,0.023,0.02,0.0001,0.00001,0.00001,4337,90,-0.11,0.06,1.02,0.35,0.14,21.79,2.52,1.21,1.775,0.032,0.024,0.0001,0.00001,0.00001,289.91583,38.277142
2569055,1,0,J19203005+3750191,69.986,11.001,4679,78,4357,68,4.04,0.2,32.19,2.42,"CLUSTER,KASC,PUBLIC                          ",4395,73,0.28,0.04,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4500,73,0.4,0.04,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,290.12521,37.838661
2435987,1,0,J19201973+3746549,69.919,11.007,4617,77,4301,67,4.15,0.08,38.89,2.72,"CLUSTER,KASC,PUBLIC                          ",4324,75,0.22,0.05,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4448,75,0.33,0.05,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,290.08221,37.78194
2568912,1,0,J19202341+3749231,69.962,11.014,5012,90,4683,79,11.14,0.2,128.35,2.59,"SEIS_INTEREST,RGB,PUBLIC                     ",4623,91,-0.17,0.06,1.07,0.11,0.1,5.37,0.21,0.2,3.005,0.011,0.01,0.00689,0.00018,0.00019,4668,91,-0.18,0.06,1.08,0.1,0.1,5.39,0.21,0.2,3.007,0.011,0.011,0.00687,0.00018,0.00018,290.09753,37.82309
3956513,1,0,J19282019+3901304,71.761,10.153,4835,93,4553,83,3.16,0.61,33.06,1.99,"RC,PUBLIC                                    ",4630,93,-0.23,0.06,1.61,0.59,0.53,13.25,2.23,2.24,2.401,0.026,0.028,0.0007,0.00012,0.0001,4673,93,-0.26,0.06,1.71,0.67,0.6,13.61,2.43,2.46,2.404,0.026,0.028,0.00068,0.00013,0.00011,292.08414,39.025108
3748691,1,1,J19273465+3850493,71.532,10.205,4954,109,4632,96,4.25,0.09,38.83,1.18,"GOLD,KASC,GO,RC,PUBLIC,LUMINOUS_RGB          ",4620,82,0.04,0.05,1.38,0.17,0.16,11.16,0.51,0.51,2.482,0.014,0.015,0.00099,0.00003,0.00003,4665,82,0.07,0.05,1.4,0.18,0.15,11.22,0.53,0.49,2.484,0.014,0.015,0.00099,0.00003,0.00003,291.89441,38.847038
3955590,1,1,J19272677+3900456,71.67,10.302,4707,82,4459,74,2.75,0.07,20.12,0.78,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4382,79,0.11,0.05,1.01,0.16,0.07,13.46,0.74,0.4,2.186,0.016,0.013,0.00041,0.00001,0.00001,4490,79,0.19,0.05,1.02,0.19,0.11,13.52,0.95,0.56,2.19,0.017,0.014,0.00041,0.00002,0.00002,291.86157,39.012669
4057744,1,1,J19265273+3906334,71.708,10.444,4593,75,4403,70,2.9,0.06,26.02,1.21,"GOLD,KASC,PUBLIC                             ",4504,86,-0.06,0.06,1.74,0.31,0.25,15.54,0.97,0.88,2.295,0.022,0.021,0.00046,0.00001,0.00001,4581,86,-0.03,0.06,1.84,0.33,0.27,15.83,1.04,0.9,2.303,0.022,0.022,0.00046,0.00001,0.00001,291.7197,39.10928
4057076,1,1,J19261031+3909036,71.684,10.585,4922,89,4708,81,4.58,0.09,42.01,0.95,"GOLD,KASC,PUBLIC                             ",4663,86,-0.05,0.06,1.33,0.16,0.14,10.49,0.47,0.45,2.519,0.012,0.012,0.00115,0.00004,0.00003,4698,86,-0.04,0.06,1.36,0.15,0.16,10.58,0.4,0.5,2.52,0.012,0.013,0.00114,0.00004,0.00003,291.54297,39.151009
4157282,1,1,J19261103+3913424,71.755,10.617,4578,27278,4395,25235,1.89,0.04,14.63,0.49,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4387,87,-0.07,0.06,1.72,0.25,0.22,20.63,1.01,1,2.046,0.016,0.016,0.0002,0.00001,0.00001,4495,87,-0.04,0.06,1.81,0.24,0.22,20.96,1.03,0.99,2.051,0.016,0.016,0.0002,0.00001,0.00001,291.54596,39.228451
4262505,1,1,J19263055+3919247,71.87,10.604,4981,113,4831,107,7.94,0.19,87.86,1.67,"GOLD,KASC,SEIS_INTEREST,RGB,PUBLIC           ",4804,92,-0.2,0.06,1.4,0.14,0.13,7.37,0.32,0.3,2.847,0.009,0.009,0.00348,0.00012,0.00012,4801,92,-0.24,0.06,1.39,0.14,0.13,7.37,0.31,0.3,2.847,0.01,0.009,0.00348,0.00012,0.00011,291.62732,39.323528
3747777,1,1,J19263999+3853246,71.49,10.382,4675,75,4497,70,4.41,0.09,43.57,0.92,"GOLD,KASC,PUBLIC                             ",4527,82,0.03,0.05,1.63,0.15,0.14,11.49,0.45,0.41,2.53,0.01,0.01,0.00108,0.00003,0.00003,4597,82,0.08,0.05,1.67,0.17,0.15,11.59,0.47,0.43,2.532,0.01,0.01,0.00107,0.00003,0.00003,291.66666,38.890171
