KIC,P12,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE
10522111,1,0,J19025115+4747473,78.085,17.939,5087,101,4835,92,3.57,0.12,27.06,0.63,PUBLIC                                       ,4593,97,-0.34,0.07,0.93,0.13,0.08,10.99,0.65,0.41,2.326,0.011,0.011,0.0007,0.00003,0.00003,4646,97,-0.38,0.07,0.95,0.13,0.1,11.09,0.64,0.48,2.328,0.012,0.011,0.0007,0.00003,0.00003,285.71317,47.796478
10586902,1,0,J19031115+4753540,78.206,17.924,4989,100,4765,91,5.07,0.11,45.16,2.68,PUBLIC                                       ,4538,100,-0.4,0.07,0.91,0.2,0.11,8.64,0.61,0.34,2.528,0.024,0.016,0.00142,0.00004,0.00004,4606,100,-0.45,0.07,0.95,0.22,0.13,8.73,0.67,0.39,2.532,0.027,0.017,0.00142,0.00004,0.00004,285.79648,47.89835
10587122,1,0,J19033449+4748388,78.144,17.831,4739,131,4610,124,4.33,0.09,37.36,0.8,PUBLIC                                       ,4559,79,0.12,0.05,1.13,0.15,0.14,10.32,0.56,0.56,2.462,0.012,0.011,0.00103,0.00004,0.00004,4621,79,0.17,0.05,1.16,0.16,0.18,10.44,0.58,0.7,2.464,0.013,0.012,0.00102,0.00005,0.00004,285.89374,47.81078
10522084,1,0,J19024774+4745344,78.045,17.935,4908,118,4787,112,4.72,0.1,45.76,1.28,PUBLIC                                       ,4694,85,-0.02,0.06,1.55,0.15,0.19,10.86,0.35,0.55,2.558,0.012,0.014,0.00122,0.00004,0.00003,4720,85,-0.01,0.06,1.58,0.14,0.2,10.97,0.3,0.61,2.559,0.013,0.014,0.00122,0.00004,0.00003,285.69894,47.759571
10652469,1,0,J19025294+4754239,78.195,17.974,4763,95,4596,89,5.4,0.12,50.26,1.12,PUBLIC                                       ,4499,99,-0.37,0.07,1.13,0.12,0.12,8.87,0.38,0.39,2.595,0.011,0.011,0.00162,0.00005,0.00005,4577,99,-0.4,0.07,1.15,0.13,0.11,8.94,0.39,0.38,2.597,0.012,0.012,0.00162,0.00005,0.00005,285.72061,47.906651
10784013,1,0,J19031936+4809465,78.474,17.997,4612,93,4408,85,2.27,0.05,17.02,0.9,"KASC,PUBLIC,LUMINOUS_RGB                     ",4387,93,-0.24,0.06,1.22,0.26,0.22,16.28,1.13,1.11,2.103,0.025,0.026,0.00028,0.00001,0.00001,4494,93,-0.23,0.06,1.32,0.26,0.22,16.69,1.12,1.02,2.114,0.023,0.025,0.00028,0.00001,0.00001,285.83069,48.162941
10849541,1,0,J19043241+4817060,78.67,17.851,4636,92,4467,85,2.83,0.06,21.72,0.52,"KASC,PUBLIC                                  ",4363,95,-0.28,0.06,1.15,0.13,0.11,13.73,0.61,0.55,2.222,0.011,0.012,0.00044,0.00001,0.00001,4477,95,-0.27,0.06,1.18,0.13,0.12,13.89,0.6,0.56,2.225,0.012,0.012,0.00044,0.00001,0.00001,286.13507,48.285
10718491,1,0,J19043294+4803072,78.442,17.766,4835,96,4663,89,4.93,0.11,48.88,1.12,PUBLIC                                       ,4591,84,0,0.05,1.5,0.17,0.14,10.38,0.47,0.42,2.581,0.011,0.011,0.00134,0.00004,0.00004,4645,84,0.03,0.05,1.54,0.19,0.17,10.48,0.52,0.46,2.583,0.012,0.011,0.00134,0.00005,0.00005,286.13727,48.052021
10849000,1,0,J19032016+4816427,78.589,18.036,4783,100,4576,92,6.24,0.14,61.67,1.76,PUBLIC                                       ,4558,86,-0.06,0.06,1.14,0.14,0.13,8.09,0.39,0.37,2.679,0.014,0.014,0.00215,0.00007,0.00007,4620,86,-0.04,0.06,1.17,0.14,0.13,8.18,0.38,0.38,2.682,0.015,0.014,0.00215,0.00007,0.00007,285.83401,48.278549
10653200,1,0,J19043358+4754006,78.294,17.709,4922,89,4705,82,4.33,0.08,39.57,1.34,PUBLIC                                       ,4623,84,0,0.05,1.36,0.17,0.16,10.96,0.48,0.47,2.49,0.015,0.016,0.00103,0.00003,0.00003,4668,84,0.03,0.05,1.38,0.17,0.15,11.04,0.48,0.43,2.493,0.015,0.016,0.00103,0.00003,0.00003,286.13995,47.900169
10653383,1,0,J19045722+4755324,78.344,17.657,4922,79,4775,74,4.42,0.1,41.36,1.17,PUBLIC                                       ,4754,86,-0.05,0.06,1.49,0.17,0.13,11.15,0.51,0.37,2.516,0.012,0.013,0.00107,0.00003,0.00003,4764,86,-0.05,0.06,1.48,0.18,0.12,11.15,0.52,0.36,2.516,0.012,0.013,0.00107,0.00003,0.00003,286.2384,47.925671
10587702,1,0,J19044603+4753567,78.306,17.676,4753,78,4588,73,4.89,0.1,45.08,1.66,PUBLIC                                       ,4453,82,0.04,0.05,1.11,0.18,0.14,9.45,0.52,0.45,2.534,0.02,0.017,0.00132,0.00004,0.00004,4543,82,0.09,0.05,1.19,0.17,0.16,9.66,0.5,0.49,2.542,0.018,0.018,0.00131,0.00004,0.00004,286.19183,47.89909
10718902,1,0,J19052737+4804518,78.528,17.635,4961,102,4747,94,4.14,0.13,29.26,0.94,PUBLIC                                       ,4609,95,-0.27,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4658,95,-0.3,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,286.36407,48.081081
10784996,1,0,J19052717+4809030,78.596,17.661,4531,85,4353,78,2.9,0.1,22.74,0.56,PUBLIC                                       ,4360,86,-0.05,0.06,1.15,0.17,0.14,13.5,0.83,0.74,2.239,0.012,0.012,0.00047,0.00002,0.00002,4474,86,-0.01,0.06,1.21,0.18,0.15,13.77,0.84,0.75,2.243,0.012,0.012,0.00046,0.00002,0.00002,286.36325,48.150841
10965536,1,0,J19051949+4829071,78.916,17.801,4772,97,4567,89,3.25,0.07,26.87,0.83,"KASC,PUBLIC                                  ",4469,94,-0.24,0.06,1.27,0.16,0.15,12.95,0.62,0.6,2.316,0.015,0.015,0.00058,0.00002,0.00002,4555,94,-0.25,0.06,1.31,0.17,0.15,13.1,0.62,0.6,2.32,0.014,0.015,0.00058,0.00002,0.00002,286.33121,48.485321
11074543,1,0,J19060646+4836249,79.084,17.724,4798,94,4631,87,5.95,0.13,56.87,1.25,PUBLIC                                       ,4520,93,-0.23,0.06,1.1,0.11,0.12,8.25,0.34,0.35,2.648,0.01,0.012,0.00197,0.00006,0.00006,4592,93,-0.24,0.06,1.12,0.12,0.11,8.31,0.35,0.35,2.65,0.01,0.011,0.00196,0.00006,0.00006,286.52692,48.606941
11019954,1,0,J19061384+4835564,79.084,17.702,5019,93,4871,88,4.18,0.11,34.64,0.79,PUBLIC                                       ,4837,93,-0.22,0.06,1.12,0.13,0.12,10.52,0.52,0.5,2.441,0.011,0.011,0.00096,0.00004,0.00004,4825,93,-0.27,0.06,1.12,0.12,0.12,10.54,0.48,0.49,2.441,0.011,0.011,0.00096,0.00004,0.00004,286.55771,48.599018
11020211,1,0,J19065498+4830092,79.033,17.562,4973,92,4826,87,9.72,0.24,104.63,2.2,PUBLIC                                       ,4636,101,-0.42,0.07,0.99,0.11,0.1,5.73,0.27,0.24,2.919,0.011,0.01,0.00528,0.00018,0.00019,4678,101,-0.48,0.07,1.01,0.12,0.1,5.76,0.28,0.24,2.921,0.011,0.01,0.00528,0.00019,0.00018,286.72913,48.50256
11020101,1,0,J19063828+4835388,79.105,17.638,5015,92,4878,88,8.52,0.51,122.66,8.07,PUBLIC                                       ,4862,77,0.16,0.05,2.17,0.34,0.33,8,0.53,0.52,2.964,0.023,0.025,0.0042,0.00032,0.0003,4844,77,0.2,0.05,2.16,0.35,0.33,8,0.54,0.52,2.964,0.023,0.024,0.00421,0.00031,0.00031,286.65952,48.594109
10966241,1,0,J19071222+4825381,78.977,17.49,5272,105,5037,96,8.41,0.19,97.02,2.29,PUBLIC                                       ,4872,95,-0.27,0.06,1.52,0.16,0.15,7.3,0.32,0.31,2.892,0.011,0.012,0.0039,0.00013,0.00012,4851,95,-0.34,0.06,1.51,0.17,0.16,7.28,0.32,0.32,2.892,0.012,0.011,0.00391,0.00013,0.00013,286.8009,48.427261
10910541,1,0,J19071126+4819099,78.871,17.453,4977,97,4756,89,3.87,0.12,30.27,0.81,PUBLIC                                       ,4609,98,-0.36,0.07,0.95,0.13,0.08,10.48,0.57,0.39,2.375,0.013,0.012,0.00082,0.00003,0.00003,4658,98,-0.41,0.07,0.97,0.12,0.1,10.57,0.55,0.46,2.377,0.013,0.012,0.00082,0.00003,0.00003,286.79691,48.319431
10910802,1,0,J19074810+4820421,78.935,17.367,4650,84,4462,77,3.03,0.06,23.14,0.81,"KASC,PUBLIC                                  ",4369,79,0.12,0.05,1.03,0.13,0.08,12.7,0.6,0.38,2.245,0.015,0.012,0.0005,0.00001,0.00001,4481,79,0.2,0.05,1.08,0.16,0.11,12.88,0.65,0.49,2.25,0.016,0.013,0.0005,0.00002,0.00002,286.95044,48.345051
10910889,1,0,J19080097+4818597,78.921,17.324,4840,96,4637,88,4.64,0.1,47.66,2.18,"KASC,PUBLIC                                  ",4583,71,0.32,0.04,1.74,0.23,0.19,11.37,0.56,0.5,2.566,0.018,0.017,0.00118,0.00004,0.00003,4638,71,0.42,0.04,1.84,0.25,0.17,11.59,0.59,0.31,2.575,0.016,0.017,0.00118,0.00004,0.00004,287.00406,48.316589
10910523,1,0,J19070716+4821188,78.902,17.476,4636,81,4449,75,3.13,0.07,25.18,0.74,PUBLIC                                       ,4375,88,-0.1,0.06,1.17,0.15,0.13,12.92,0.64,0.59,2.283,0.014,0.015,0.00054,0.00002,0.00002,4486,88,-0.07,0.06,1.22,0.16,0.14,13.12,0.63,0.61,2.288,0.014,0.014,0.00054,0.00002,0.00002,286.77988,48.35524
11075908,1,0,J19094166+4838089,79.34,17.183,5020,108,4785,99,4.33,0.08,37.93,1.42,"KASC,PUBLIC                                  ",4648,88,-0.11,0.06,1.21,0.16,0.17,10.58,0.49,0.56,2.473,0.017,0.018,0.00103,0.00003,0.00003,4686,88,-0.12,0.06,1.23,0.16,0.17,10.62,0.48,0.54,2.475,0.017,0.018,0.00103,0.00003,0.00003,287.42361,48.635818
10966458,1,0,J19074692+4824360,78.997,17.394,4779,108,4596,100,3.93,0.1,32.13,0.88,"PUBLIC,LUMINOUS_RGB                          ",4528,85,-0.03,0.06,1.04,0.12,0.1,10.7,0.51,0.43,2.396,0.012,0.012,0.00085,0.00003,0.00003,4598,85,0,0.06,1.07,0.12,0.1,10.8,0.51,0.44,2.399,0.012,0.012,0.00085,0.00003,0.00003,286.94553,48.41
10910674,1,0,J19072960+4823496,78.966,17.434,4731,84,4579,79,4.05,0.08,36.02,1.43,PUBLIC                                       ,4532,86,-0.06,0.06,1.27,0.2,0.18,11.2,0.61,0.6,2.443,0.018,0.019,0.0009,0.00003,0.00003,4601,86,-0.04,0.06,1.31,0.22,0.19,11.33,0.65,0.62,2.447,0.018,0.019,0.0009,0.00003,0.00003,286.87332,48.397121
10966950,1,0,J19085757+4829059,79.146,17.24,4835,88,4612,80,3.68,0.07,29.58,1.02,PUBLIC                                       ,4512,90,-0.14,0.06,1.04,0.14,0.11,11.18,0.54,0.44,2.358,0.016,0.015,0.00074,0.00002,0.00002,4586,90,-0.14,0.06,1.08,0.14,0.12,11.31,0.53,0.5,2.362,0.016,0.015,0.00074,0.00002,0.00002,287.2399,48.484982
11602793,1,0,J19091653+4938340,80.294,17.617,5057,99,4861,92,10.35,0.2,122.83,2.51,PUBLIC                                       ,4844,90,-0.16,0.06,1.34,0.13,0.12,6.1,0.23,0.22,2.993,0.01,0.01,0.0059,0.00017,0.00016,4830,90,-0.19,0.06,1.33,0.12,0.12,6.09,0.23,0.22,2.994,0.01,0.01,0.00591,0.00016,0.00017,287.31891,49.642799
11551758,1,0,J19103742+4934534,80.319,17.392,4917,100,4729,93,3.88,0.1,31.05,1.02,PUBLIC                                       ,4625,90,-0.16,0.06,1.03,0.13,0.11,10.77,0.54,0.44,2.387,0.014,0.014,0.00082,0.00003,0.00003,4669,90,-0.17,0.06,1.04,0.13,0.11,10.82,0.54,0.45,2.389,0.014,0.013,0.00082,0.00003,0.00003,287.65594,49.581501
11654305,1,0,J19100322+4945373,80.457,17.543,4879,104,4674,96,5.29,0.11,51.88,1.1,PUBLIC                                       ,4551,84,0,0.05,1.34,0.13,0.13,9.55,0.37,0.37,2.606,0.01,0.01,0.00154,0.00005,0.00005,4615,84,0.04,0.05,1.36,0.14,0.12,9.6,0.4,0.37,2.608,0.01,0.01,0.00154,0.00005,0.00005,287.51343,49.760361
11654184,1,0,J19093690+4942063,80.373,17.588,4706,81,4499,74,3.93,0.1,34.14,1.47,PUBLIC                                       ,4474,75,0.23,0.05,1.21,0.2,0.18,11.25,0.66,0.62,2.418,0.019,0.019,0.00085,0.00003,0.00003,4559,75,0.33,0.05,1.26,0.21,0.2,11.39,0.7,0.72,2.423,0.019,0.021,0.00085,0.00003,0.00003,287.40375,49.701759
11499428,1,0,J19100103+4928499,80.182,17.446,5068,105,4832,95,4.06,0.09,33.08,0.77,"KASC,PUBLIC                                  ",4814,96,-0.3,0.07,1.09,0.11,0.1,10.64,0.43,0.4,2.421,0.011,0.01,0.0009,0.00003,0.00003,4808,96,-0.36,0.07,1.09,0.11,0.1,10.63,0.45,0.41,2.421,0.011,0.01,0.0009,0.00003,0.00003,287.5043,49.48053
11551746,1,0,J19103545+4933054,80.287,17.386,5056,104,4841,96,4.68,0.1,44.82,0.87,"KASC,PUBLIC                                  ",4790,84,-0.01,0.06,1.58,0.1,0.15,10.99,0.28,0.46,2.553,0.009,0.01,0.00119,0.00003,0.00003,4791,84,-0.01,0.06,1.58,0.1,0.15,10.99,0.28,0.46,2.553,0.009,0.01,0.00119,0.00003,0.00003,287.64771,49.551521
11447802,1,0,J19105035+4921191,80.112,17.276,4931,134,4811,128,4.38,0.09,44.22,1.02,PUBLIC                                       ,4809,86,-0.05,0.06,1.91,0.22,0.2,12.21,0.55,0.53,2.547,0.011,0.012,0.00105,0.00003,0.00004,4805,86,-0.06,0.06,1.91,0.22,0.2,12.2,0.55,0.52,2.547,0.011,0.011,0.00105,0.00003,0.00004,287.70978,49.355309
11551628,1,0,J19101320+4930476,80.227,17.428,5007,99,4773,90,4.96,0.1,53.6,1.17,"KASC,PUBLIC                                  ",4785,76,0.18,0.05,2.05,0.2,0.17,11.51,0.43,0.4,2.629,0.01,0.01,0.00135,0.00004,0.00004,4787,76,0.23,0.05,2.07,0.18,0.18,11.51,0.44,0.4,2.629,0.01,0.009,0.00135,0.00004,0.00004,287.55502,49.513241
11395200,1,0,J19102422+4916163,80.003,17.31,5110,103,4858,93,4.14,0.09,29.9,0.76,PUBLIC                                       ,4807,102,-0.45,0.07,0.86,0.06,0.04,9.84,0.28,0.26,2.391,0.01,0.009,0.00091,0.00003,0.00003,4803,102,-0.53,0.07,0.85,0.06,0.05,9.77,0.29,0.27,2.388,0.01,0.009,0.00091,0.00003,0.00003,287.60095,49.271221
11394905,1,0,J19093999+4913392,79.914,17.406,5040,93,4830,85,4.33,0.11,39.08,0.93,PUBLIC                                       ,4783,101,-0.44,0.07,1.38,0.16,0.14,11.02,0.54,0.47,2.494,0.011,0.012,0.00103,0.00004,0.00004,4785,101,-0.52,0.07,1.38,0.17,0.14,11.02,0.53,0.47,2.495,0.01,0.011,0.00103,0.00004,0.00004,287.41663,49.22757
11394497,1,0,J19083508+4915392,79.878,17.583,4385,81,4208,74,1.2,0.03,6.45,0.44,"KASC,PUBLIC,LUMINOUS_RGB                     ",4193,92,-0.21,0.06,0.92,0.11,0.09,22.71,1.05,0.79,1.691,0.019,0.015,0.00008,0,0,4350,92,-0.18,0.06,0.93,0.18,0.09,22.79,1.46,0.84,1.694,0.023,0.017,0.00008,0,0,287.14621,49.260891
11395438,1,0,J19110187+4914345,80.015,17.205,4899,90,4694,83,4.13,0.11,34.04,1.21,PUBLIC                                       ,4606,84,-0.02,0.06,1.04,0.16,0.11,10.39,0.58,0.44,2.426,0.016,0.014,0.00093,0.00003,0.00003,4655,84,0.01,0.06,1.07,0.15,0.12,10.45,0.58,0.45,2.427,0.016,0.013,0.00093,0.00004,0.00003,287.75781,49.24292
11550567,1,0,J19071264+4930121,80.03,17.879,5096,97,4861,89,4.08,0.08,37.24,0.79,"KASC,PUBLIC                                  ",4738,88,-0.11,0.06,1.48,0.16,0.16,11.75,0.51,0.52,2.469,0.01,0.011,0.00091,0.00003,0.00003,4752,88,-0.12,0.06,1.49,0.16,0.15,11.77,0.51,0.51,2.469,0.01,0.01,0.00091,0.00003,0.00003,286.80267,49.503391
11550492,1,0,J19065989+4932243,80.053,17.924,4802,86,4685,82,8.66,0.19,93.01,1.9,KASC                                         ,4595,87,-0.07,0.06,1.09,0.11,0.1,6.39,0.27,0.26,2.863,0.011,0.01,0.00417,0.00013,0.00013,4647,87,-0.06,0.06,1.11,0.11,0.1,6.43,0.27,0.26,2.864,0.011,0.01,0.00415,0.00013,0.00013,286.74957,49.540089
11498298,1,0,J19071068+4924377,79.937,17.85,5052,96,4874,90,4.49,0.09,42.21,1.07,PUBLIC                                       ,4818,92,-0.2,0.06,1.51,0.17,0.12,11.1,0.48,0.32,2.527,0.012,0.011,0.00111,0.00003,0.00003,4812,92,-0.24,0.06,1.51,0.17,0.13,11.1,0.48,0.36,2.527,0.012,0.012,0.00111,0.00003,0.00003,286.79453,49.410469
11704163,1,0,J19075709+4949035,80.384,17.88,4736,84,4547,78,4.76,0.1,46.13,1,KASC                                         ,4536,87,-0.07,0.06,1.44,0.14,0.13,10.46,0.43,0.38,2.555,0.011,0.01,0.00125,0.00004,0.00004,4604,87,-0.05,0.06,1.47,0.15,0.14,10.56,0.44,0.4,2.558,0.011,0.011,0.00125,0.00004,0.00004,286.98792,49.817661
11287949,1,0,J19064470+4900300,79.517,17.771,4883,104,4702,97,8.12,0.17,90.53,1.84,PUBLIC                                       ,4615,83,0.02,0.05,1.31,0.12,0.11,7.1,0.27,0.26,2.852,0.01,0.01,0.00365,0.00011,0.00011,4662,83,0.05,0.05,1.33,0.12,0.12,7.15,0.27,0.27,2.853,0.01,0.01,0.00364,0.00011,0.0001,286.68628,49.008362
11341723,1,0,J19082771+4907265,79.737,17.551,5013,89,4802,82,3.92,0.09,29.12,0.95,"HALO,PUBLIC                                  ",4777,101,-0.43,0.07,0.9,0.1,0.06,10.24,0.43,0.28,2.371,0.013,0.011,0.00083,0.00003,0.00003,4781,101,-0.51,0.07,0.88,0.11,0.05,10.19,0.47,0.28,2.37,0.013,0.011,0.00084,0.00003,0.00003,287.11548,49.12405
11234897,1,0,J19070178+4859293,79.518,17.722,5084,96,4972,92,5.15,0.09,61.32,2.99,PUBLIC                                       ,4985,79,0.13,0.05,2.99,0.32,0.39,12.69,0.48,0.58,2.703,0.015,0.018,0.00145,0.00004,0.00004,4934,79,0.15,0.05,2.89,0.33,0.41,12.55,0.53,0.67,2.699,0.016,0.022,0.00145,0.00004,0.00004,286.75745,48.991489
11287936,1,0,J19064188+4905109,79.59,17.807,4767,97,4615,91,5.32,0.1,51.37,1.16,PUBLIC                                       ,4520,84,-0.01,0.06,1.26,0.13,0.12,9.31,0.37,0.36,2.601,0.011,0.011,0.00156,0.00004,0.00004,4592,84,0.03,0.06,1.29,0.13,0.12,9.39,0.36,0.35,2.603,0.011,0.011,0.00156,0.00004,0.00004,286.67453,49.086369
11446691,1,0,J19075629+4923281,79.965,17.728,4908,91,4694,84,3.78,0.08,28.38,0.77,PUBLIC                                       ,4566,95,-0.27,0.06,0.88,0.08,0.04,10.45,0.32,0.2,2.349,0.01,0.009,0.00078,0.00002,0.00002,4626,95,-0.3,0.06,0.88,0.1,0.05,10.46,0.41,0.22,2.35,0.011,0.009,0.00078,0.00002,0.00002,286.98456,49.391151
11446151,1,0,J19062065+4922497,79.857,17.966,4875,93,4654,85,4.26,0.17,33.16,1.55,PUBLIC                                       ,4572,85,-0.02,0.06,0.94,0.12,0.09,9.95,0.6,0.53,2.423,0.016,0.014,0.00097,0.00006,0.00005,4630,85,0.01,0.06,0.96,0.12,0.09,10.01,0.61,0.54,2.426,0.015,0.014,0.00097,0.00005,0.00005,286.58606,49.380482
11653073,1,0,J19061800+4943561,80.2,18.099,4917,90,4711,83,4.26,0.09,37.26,0.75,KASC                                         ,4637,85,-0.04,0.06,1.22,0.12,0.12,10.71,0.43,0.41,2.465,0.01,0.01,0.001,0.00003,0.00003,4678,85,-0.03,0.06,1.24,0.12,0.11,10.74,0.43,0.39,2.467,0.01,0.01,0.001,0.00003,0.00003,286.57501,49.732262
11601529,1,0,J19054387+4939381,80.095,18.159,4548,79,4365,73,3.67,0.08,33.27,1.35,PUBLIC                                       ,4394,83,0.03,0.05,1.36,0.21,0.19,12.21,0.65,0.65,2.397,0.019,0.02,0.00075,0.00002,0.00002,4499,83,0.09,0.05,1.46,0.24,0.22,12.52,0.73,0.7,2.406,0.019,0.019,0.00074,0.00002,0.00002,286.43283,49.660599
11498101,1,0,J19063587+4927371,79.951,17.956,4891,91,4668,83,4.12,0.1,37.76,0.89,PUBLIC                                       ,4574,83,0.03,0.05,1.41,0.18,0.16,11.47,0.58,0.53,2.468,0.011,0.012,0.00093,0.00003,0.00003,4632,83,0.06,0.05,1.44,0.19,0.17,11.55,0.61,0.55,2.47,0.011,0.011,0.00093,0.00004,0.00003,286.64948,49.460312
11498043,1,0,J19062480+4927231,79.935,17.983,4929,98,4691,89,4,0.18,33.65,1.28,PUBLIC                                       ,4577,118,-0.87,0.09,1.06,0.24,0.19,10.53,1.01,0.87,2.42,0.018,0.018,0.00091,0.00006,0.00006,4634,118,-0.98,0.09,1.09,0.24,0.19,10.62,1.02,0.9,2.423,0.018,0.019,0.00091,0.00006,0.00006,286.60336,49.456421
11601378,1,0,J19051753+4936070,80.01,18.205,5004,107,4777,98,4.29,0.08,36.18,1.26,PUBLIC                                       ,4618,82,0.04,0.05,1.09,0.16,0.15,10.25,0.54,0.51,2.452,0.016,0.015,0.00101,0.00003,0.00003,4664,82,0.07,0.05,1.09,0.18,0.16,10.28,0.58,0.54,2.454,0.016,0.015,0.00101,0.00003,0.00003,286.32306,49.601952
11445818,1,0,J19052620+4921373,79.781,18.097,4902,104,4697,96,4.07,0.1,37.05,1.37,PUBLIC                                       ,4624,90,-0.16,0.06,1.41,0.21,0.2,11.56,0.64,0.64,2.461,0.016,0.018,0.00091,0.00003,0.00003,4669,90,-0.17,0.06,1.43,0.22,0.2,11.62,0.66,0.65,2.463,0.017,0.017,0.00091,0.00003,0.00003,286.35919,49.360378
11497421,1,0,J19044946+4929242,79.872,18.236,4835,101,4636,94,3.71,0.17,30.56,1.51,PUBLIC                                       ,4582,97,-0.33,0.07,1.08,0.24,0.18,11.21,0.98,0.76,2.372,0.022,0.021,0.00076,0.00005,0.00005,4638,97,-0.37,0.07,1.11,0.25,0.2,11.34,0.96,0.84,2.375,0.022,0.022,0.00076,0.00005,0.00005,286.20612,49.490082
11651776,1,0,J19030224+4947486,80.068,18.615,4603,90,4403,82,3.27,0.11,27.84,0.68,"PUBLIC,LUMINOUS_RGB                          ",4402,87,-0.09,0.06,1.33,0.18,0.17,13.06,0.74,0.74,2.33,0.011,0.012,0.0006,0.00003,0.00003,4506,87,-0.05,0.06,1.39,0.2,0.18,13.28,0.79,0.75,2.333,0.012,0.012,0.00059,0.00003,0.00003,285.75937,49.796841
11600024,1,0,J19020346+4938202,79.854,18.709,4953,83,4825,79,4.25,0.1,35.72,0.96,PUBLIC                                       ,4663,91,-0.19,0.06,1.1,0.14,0.13,10.34,0.51,0.49,2.448,0.013,0.013,0.00099,0.00003,0.00003,4698,91,-0.21,0.06,1.11,0.14,0.13,10.38,0.5,0.49,2.45,0.013,0.013,0.00099,0.00003,0.00003,285.51447,49.638962
11702195,1,0,J19023677+4948449,80.058,18.684,4892,104,4759,98,5.59,0.13,50.86,1.21,PUBLIC                                       ,4508,100,-0.42,0.07,1.01,0.12,0.1,8.34,0.4,0.35,2.6,0.012,0.011,0.00174,0.00006,0.00006,4583,100,-0.46,0.07,1.03,0.12,0.11,8.41,0.39,0.36,2.602,0.011,0.011,0.00173,0.00006,0.00006,285.65323,49.812469
11600208,1,0,J19022922+4939352,79.9,18.65,5098,100,4931,93,4.13,0.09,30.68,1.33,PUBLIC                                       ,4832,100,-0.41,0.07,0.91,0.1,0.06,9.95,0.41,0.32,2.403,0.014,0.012,0.00093,0.00003,0.00003,4822,100,-0.49,0.07,0.89,0.11,0.05,9.87,0.45,0.3,2.401,0.015,0.012,0.00093,0.00003,0.00003,285.62177,49.659779
11600604,1,0,J19033293+4941160,79.991,18.499,5058,107,4870,99,8.87,0.17,105.64,2.48,PUBLIC                                       ,4916,97,-0.34,0.07,1.61,0.16,0.16,7.2,0.29,0.29,2.932,0.011,0.012,0.00433,0.00013,0.00012,4883,97,-0.42,0.07,1.6,0.16,0.16,7.16,0.3,0.29,2.931,0.011,0.012,0.00435,0.00012,0.00012,285.88724,49.687801
11600255,1,0,J19023758+4937426,79.877,18.618,5115,109,4935,101,9.28,0.19,100.18,2.7,PUBLIC                                       ,4847,102,-0.45,0.07,1.12,0.13,0.12,6.18,0.27,0.26,2.905,0.013,0.013,0.00475,0.00013,0.00014,4833,102,-0.54,0.07,1.11,0.13,0.12,6.16,0.27,0.26,2.905,0.013,0.014,0.00476,0.00013,0.00014,285.65662,49.62851
11548940,1,0,J19025062+4932305,79.804,18.555,4817,93,4617,85,3.1,0.06,24.09,0.52,"KASC,PUBLIC                                  ",4581,92,-0.21,0.06,1.15,0.11,0.1,12.97,0.49,0.47,2.273,0.011,0.011,0.00053,0.00001,0.00002,4637,92,-0.23,0.06,1.17,0.11,0.11,13.05,0.51,0.48,2.276,0.011,0.011,0.00053,0.00002,0.00002,285.71094,49.541828
11496569,1,0,J19025133+4929261,79.754,18.536,4985,101,4849,96,6.16,0.14,66.35,1.48,PUBLIC                                       ,4715,83,0.02,0.05,1.6,0.19,0.16,9.16,0.41,0.39,2.719,0.011,0.012,0.00208,0.00007,0.00006,4735,83,0.04,0.05,1.61,0.19,0.17,9.2,0.42,0.41,2.72,0.011,0.012,0.00208,0.00007,0.00007,285.7139,49.490601
11444844,1,0,J19025913+4922423,79.651,18.477,4893,100,4729,93,4.1,0.09,30.97,2.22,PUBLIC                                       ,4732,94,-0.25,0.06,0.97,0.11,0.1,10.16,0.45,0.38,2.408,0.016,0.015,0.00092,0.00003,0.00003,4748,94,-0.28,0.06,0.98,0.1,0.1,10.18,0.45,0.39,2.408,0.016,0.015,0.00092,0.00003,0.00003,285.7464,49.378422
11496497,1,0,J19024204+4926528,79.703,18.545,4939,97,4756,91,13.97,0.28,185.08,3.68,PUBLIC                                       ,4847,78,0.13,0.05,1.37,0.13,0.12,5.04,0.19,0.18,3.171,0.01,0.01,0.01074,0.0003,0.0003,4833,78,0.17,0.05,1.37,0.13,0.12,5.03,0.19,0.18,3.17,0.01,0.01,0.01073,0.0003,0.0003,285.67517,49.448021
11444313,1,0,J19014380+4923062,79.583,18.671,4890,94,4694,87,4.01,0.09,33.34,0.85,KASC                                         ,4600,86,-0.05,0.06,1.1,0.12,0.11,10.76,0.47,0.45,2.415,0.012,0.011,0.00088,0.00003,0.00003,4651,86,-0.04,0.06,1.12,0.12,0.11,10.81,0.47,0.46,2.417,0.012,0.012,0.00088,0.00003,0.00003,285.43253,49.385059
