Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=15000; warmup=7500; thin=1; 
post-warmup draws per chain=7500, total post-warmup draws=30000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
phi[63]           0.31    0.94   2.94  -5.05  -2.02   0.65   2.43   5.72   10.0   1.79
phi[64]           0.08    0.01   0.27  -0.46   -0.1    0.1   0.27   0.59  452.0   1.01
phi[65]           1.76  6.5e-3   0.17   1.43   1.65   1.76   1.88    2.1  664.0   1.01
phi[66]           1.58    0.01   0.21    1.2   1.43   1.56   1.72   2.04  319.0   1.01
phi[67]           1.88    0.51   1.16   0.83   1.27   1.48   1.73   4.84    5.0    2.3
phi[68]           1.17  5.0e-3   0.13   0.91   1.09   1.17   1.26   1.41  647.0    1.0
phi[69]           1.72    0.01   0.26   1.19   1.55   1.73    1.9    2.2  509.0   1.02
phi[70]           1.61    0.01   0.29   1.05   1.42   1.61   1.81   2.19  486.0   1.01
phi[71]           2.02    0.03   0.36   1.37   1.73   2.06    2.3   2.65  138.0   1.02
phi[72]           1.82  9.4e-3   0.24   1.35   1.66   1.82   1.98    2.3  658.0    1.0
phi[73]           0.21  9.9e-3   0.22  -0.21   0.05    0.2   0.36   0.65  508.0   1.01
phi[74]           0.36    0.01   0.24  -0.11    0.2   0.36   0.52   0.84  557.0   1.01
phi[75]           1.62    0.01   0.31   1.05   1.41   1.61   1.82   2.24  428.0   1.01
phi[76]           1.92    0.02   0.32   1.14   1.77   1.96   2.13   2.42  370.0   1.01
phi[77]           6.19  3.4e-3   0.07   6.04   6.16   6.21   6.25   6.28  380.0   1.01
phi[78]           1.11    0.03   0.49   0.22   0.77   1.09   1.45   2.08  324.0   1.02
phi[79]          -1.13    1.58   2.97  -5.65   -5.1   0.87   1.13   1.44    4.0   2.88
phi[80]           2.49    0.01   0.24   2.01   2.33   2.51   2.66   2.93  543.0   1.01
G[1]              3.71  8.1e-3   0.22   3.35   3.56   3.69   3.84   4.22  727.0    1.0
G[2]              2.28  4.9e-3   0.11    2.1    2.2   2.28   2.36    2.5  498.0   1.01
G[3]              2.24    0.07   0.21   1.74   2.17   2.29   2.38   2.53    9.0   1.28
G[4]               4.0    0.03   0.44   3.16   3.75    4.0   4.27   4.82  165.0   1.03
G[5]              2.38  5.7e-3   0.13   2.12    2.3   2.39   2.47   2.62  492.0   1.01
G[6]              2.25    0.02   0.31   1.73   2.03   2.22   2.44    2.9  290.0   1.01
G[7]              3.64  9.7e-3   0.29   3.11   3.45   3.63   3.83   4.24  876.0    1.0
G[8]              2.54    0.07   0.64   2.06   2.17   2.27   2.51   4.29   87.0   1.05
G[9]              3.13    0.01   0.36   2.55   2.86   3.09   3.36   3.92  791.0    1.0
G[10]             3.01    0.03   0.62    1.6   2.63   3.11   3.43   4.08  449.0   1.01
