Inference for Stan model: anon_model_893ae0f30707a4f59ccad73c820dc14f.
4 chains, each with iter=36000; warmup=18000; thin=1; 
post-warmup draws per chain=18000, total post-warmup draws=72000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
dnu[174]       5.96  8.5e-5 8.8e-3   5.94   5.96   5.96   5.97   5.98  10710    1.0
dnu[175]        4.7  8.1e-5 8.2e-3   4.68   4.69    4.7   4.71   4.72  10358    1.0
dnu[176]       5.05  6.9e-5 6.7e-3   5.04   5.05   5.05   5.06   5.07 9486.0    1.0
dnu[177]       6.48  7.4e-5 6.7e-3   6.47   6.47   6.48   6.48   6.49 8353.0    1.0
dnu[178]       7.36  6.6e-5 6.7e-3   7.35   7.35   7.36   7.36   7.37  10362    1.0
dnu[179]       4.99  1.2e-4 6.9e-3   4.97   4.98   4.99   4.99    5.0 3440.0   1.01
dnu[180]       4.75  9.2e-5 8.9e-3   4.73   4.74   4.75   4.75   4.77 9341.0    1.0
numax[1]      46.97  2.8e-3   0.34   46.3  46.74  46.97   47.2  47.64  15197    1.0
numax[2]      55.24  2.2e-3   0.33   54.6  55.02  55.24  55.46  55.88  22401    1.0
numax[3]      46.37  3.8e-3   0.45  45.49  46.07  46.37  46.67  47.25  13876    1.0
numax[4]      58.09  1.9e-3   0.24  57.63  57.93  58.09  58.25  58.55  15594    1.0
numax[5]       79.1  4.4e-3   0.56  78.01  78.72  79.09  79.47  80.18  16234    1.0
numax[6]      72.16  2.5e-3   0.35  71.47  71.93  72.16   72.4  72.85  20542    1.0
numax[7]      47.46  2.4e-3   0.27  46.93  47.27  47.45  47.64  47.98  13042    1.0
numax[8]      45.39  3.2e-3   0.35  44.71  45.15  45.39  45.63  46.08  12192    1.0
numax[9]      98.18  2.0e-3   0.27  97.66   98.0  98.18  98.36   98.7  17533    1.0
numax[10]     80.98  3.7e-3   0.45   80.1  80.68  80.98  81.29  81.86  14305    1.0
numax[11]     52.31  2.3e-3   0.28  51.77  52.12  52.31   52.5  52.86  14986    1.0
numax[12]     53.96  2.1e-3    0.3  53.38  53.76  53.96  54.17  54.56  21021    1.0
numax[13]     46.97  2.8e-3   0.34   46.3  46.74  46.97   47.2  47.64  14727    1.0
numax[14]     53.83  1.8e-3   0.25  53.32  53.66  53.83  53.99  54.32  19528    1.0
numax[15]     51.53  2.1e-3   0.26  51.01  51.35  51.53   51.7  52.04  15975    1.0
numax[16]     53.14  2.0e-3   0.27   52.6  52.95  53.14  53.33  53.68  19429    1.0
